,company,2021,2022,2023
0,ADANIENT.NS,-18.93653847843468,-15.83282753836816,218.44802719686825
1,ADANIPORTS.NS,32.71664810941955,-5.330276515227359,12.311313870928853
2,APOLLOHOSP.NS,-66.93051890941074,601.8617021276596,-33.92383478590375
3,ASIANPAINT.NS,15.835830147742536,-3.463203463203463,67.05108279960535
4,AXISBANK.NS,288.2921713554682,96.22399355863742,-7.092353793993891
5,BAJAJ-AUTO.NS,-6.809211977950502,26.947593380303147,-1.7136267874606501
6,BAJAJFINSV.NS,32.688854392677044,1.9306738009063944,62.89081959370344
7,BAJFINANCE.NS,-16.032866302540963,59.0162042798123,63.73525055383787
8,BHARTIARTL.NS,-18.77687737701658,-116.27722817729016,77.3719711391572
9,BPCL.NS,429.06956954335993,-27.735759648326198,-81.75705174849121
10,BRITANNIA.NS,32.88607829577294,-18.191963088148505,66.32717304337561
11,CIPLA.NS,55.502030364948396,4.652226523679034,37.20949637429224
12,COALINDIA.NS,-24.017317022242775,36.67913659094685,61.65127519717019
13,DIVISLAB.NS,44.15055138245165,49.19442218627317,-38.40868786839838
14,DRREDDY.NS,-1.7899271720176426,23.076923076923077,91.24660556687033
15,EICHERMOT.NS,-26.296348990938146,24.479356146381665,73.80054872957176
16,GRASIM.NS,-8.086206467970866,72.93871208843082,-2.9397046363114225
17,HCLTECH.NS,3.5052373527528076,17.315979395486846,8575.9618749537
18,HDFCBANK.NS,21.235564025574583,21.257139949128597,28.353986161672374
19,HDFCLIFE.NS,4.888639955136431,-2.4939154825791494,7.284768162012087
20,HEROMOTOCO.NS,-19.800390862288385,-20.5936080884243,21.28206898933048
21,HINDALCO.NS,37.56304751791877,174.04477035893478,-28.899373283571578
22,HINDUNILVR.NS,18.354055654233274,10.98049024512256,14.052287581699346
23,ICICIBANK.NS,92.17775714983102,36.58432838418826,35.54959956352225
24,INDUSINDBK.NS,-34.275966747511305,63.98909237140721,73.43750039021543
25,INFY.NS,12.097812097812097,13.394565633371602,0.6074924063449206
26,ITC.NS,-14.014162860482301,15.815211238497431,32.42524598724895
27,JSWSTEEL.NS,96.30272952853598,161.21855644039945,-79.94676990079846
28,KOTAKBANK.NS,16.25490771305895,21.01246001595623,42.04742728366436
29,LT.NS,-22.573939283554033,22.61744859241748,23.99881101962173
30,LTIM.NS,27.36662061706467,18.63023604152678,92.76819923371647
31,M&M.NS,3050.204659949622,64.35000324835957,56.31746668856008
32,MARUTI.NS,-22.67265680056378,-11.610580756874986,111.65098595179792
33,NESTLEIND.NS,2.997939906743564,11.453428195779678,24.287184378294263
34,NTPC.NS,89.22449028123337,19.30637854005517,36.387696172730756
35,ONGC.NS,48.972838729244344,180.15865650198955,-22.146659910681638
36,POWERGRID.NS,24.517704778156997,48.64357187030505,-12.59239325542921
37,RELIANCE.NS,24.83610306449154,23.564973131411822,9.878922658759574
38,SBILIFE.NS,2.367226835981949,3.444607663402547,14.248009807717501
39,SBIN.NS,13.343189967774972,57.880639759841365,92.81866503091358
40,SUNPHARMA.NS,-22.87187278382334,12.70429985329669,161.20486566261195
41,TATACONSUM.NS,86.33417435183574,9.232044263385822,28.63814144350168
42,TATAMOTORS.NS,25.24181523130973,-20.323347645319686,-233.80970683196819
43,TATASTEEL.NS,175.2978017252469,436.08478789675075,-115.1448936629615
44,TCS.NS,0.27829313543599254,18.18378045020043,16.507944790878494
45,TECHM.NS,9.794197867592363,25.70234869015357,-13.20134384937389
46,TITAN.NS,-35.19338746095285,123.32990750256938,51.9558214450069
47,ULTRACEMCO.NS,-8.506682900991256,35.0401019512461,-29.514405537561295
48,UPL.NS,61.6554054054054,26.297457331940087,-48.81412024269167
49,WIPRO.NS,11.03499351971857,13.196413021325478,-7.112635136794035
